file,player_id,date,recorded_minutes,session_duration_minutes,total_distance_meters,high_speed_running_distance,sprint_distance,acceleration_count,deceleration_count,peak_speed_ms,mean_speed_ms,distance_per_min,sprint_fraction,sample_rate_hz,n_gps_samples,error,qc_flags,qc_pass
2020-11-01-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2020-11-01,161.9,65.22,4926.6,710.7,411.3,53,40,7.33,1.259,75.5,0.0835,10.0,97132,,,1
2020-11-04-TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65.parquet,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2020-11-04,102.07,80.13,8691.6,683.2,228.5,25,59,6.64,1.808,108.5,0.0263,10.0,61236,,,1
2020-11-06-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2020-11-06,67.86,39.83,2746.5,243.8,70.2,23,44,6.89,1.149,69.0,0.0256,10.0,40703,,,1
2020-11-07-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2020-11-07,168.12,111.24,11781.0,1522.0,613.9,69,118,7.51,1.765,105.9,0.0521,10.0,100865,,,1
2020-11-09-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2020-11-09,84.56,46.75,3309.7,89.3,3.8,18,23,5.52,1.18,70.8,0.0011,10.0,50728,,,1
2020-11-13-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2020-11-13,95.72,58.58,4846.8,292.2,111.4,45,56,7.18,1.379,82.7,0.023,10.0,57424,,,1
2020-11-14-TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a.parquet,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2020-11-14,55.51,42.8,2892.7,219.3,100.7,24,26,7.38,1.126,67.6,0.0348,10.0,33294,,,1
2020-11-17-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2020-11-17,80.55,50.3,3682.6,108.4,27.1,24,35,5.91,1.22,73.2,0.0074,10.0,48323,,,1
2020-11-20-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2020-11-20,89.49,46.06,4871.6,425.7,85.5,16,25,7.04,1.763,105.8,0.0176,10.0,53682,,,1
2020-11-27-TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9.parquet,TeamA-12e0c8b2-bad6-40fb-1948-8dec4f65d4d9,2020-11-27,96.98,60.19,4587.7,622.2,292.9,26,53,7.05,1.27,76.2,0.0638,10.0,58181,,,1
2020-11-30-TeamA-1846d424-c17c-6279-23c6-612f48268673.parquet,TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-11-30,76.92,53.92,3374.9,234.3,117.5,35,17,6.88,1.043,62.6,0.0348,10.0,46146,,,1
2020-12-03-TeamA-1846d424-c17c-6279-23c6-612f48268673.parquet,TeamA-1846d424-c17c-6279-23c6-612f48268673,2020-12-03,89.85,67.41,5267.0,150.7,27.2,51,38,6.2,1.302,78.1,0.0052,10.0,53903,,,1
2020-12-05-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2020-12-05,72.72,55.0,4088.8,353.1,162.1,19,25,7.27,1.239,74.3,0.0397,10.0,43616,,,1
2020-12-06-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2020-12-06,140.49,90.64,9715.4,1011.5,314.6,37,46,7.08,1.786,107.2,0.0324,10.0,84288,,,1
2020-06-01-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-06-01,119.89,75.45,5656.8,232.6,76.6,36,44,6.63,1.25,75.0,0.0135,10.0,71933,,,1
2020-06-02-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-06-02,104.78,49.14,2535.4,84.3,54.8,22,19,6.59,0.86,51.6,0.0216,10.0,62862,,,1
2020-06-04-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-06-04,104.96,69.56,5753.9,529.1,172.1,40,43,6.49,1.379,82.7,0.0299,10.0,62971,,,1
2020-06-05-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-06-05,109.1,61.57,2883.9,31.5,11.4,28,47,6.04,0.781,46.8,0.0039,10.0,65453,,,1
2020-06-11-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-06-11,59.47,22.42,1117.5,13.3,0.5,10,14,5.33,0.831,49.8,0.0005,10.0,35680,,,1
2020-06-09-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-06-09,120.87,76.02,5442.7,293.3,156.3,27,30,6.88,1.193,71.6,0.0287,10.0,72515,,,1
2020-06-12-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-06-12,100.87,55.25,3206.4,113.3,31.8,42,39,6.28,0.967,58.0,0.0099,10.0,60518,,,1
2020-06-15-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-06-15,65.92,48.46,3468.6,122.8,14.7,14,23,5.67,1.193,71.6,0.0042,10.0,39547,,,1
2020-06-17-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-06-17,92.68,54.52,3340.5,139.5,36.2,15,16,7.09,1.021,61.3,0.0108,10.0,55605,,,1
2020-06-18-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-06-18,98.2,55.54,4428.2,484.1,124.7,59,68,7.47,1.329,79.7,0.0282,10.0,58912,,,1
2020-06-22-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-06-22,104.84,47.48,2819.4,127.6,60.2,16,14,6.8,0.99,59.4,0.0214,10.0,62893,,,1
2020-06-25-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-06-25,89.88,46.1,2834.7,129.9,48.3,16,17,7.15,1.025,61.5,0.017,10.0,53919,,,1
2020-06-26-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-06-26,70.39,51.5,3365.2,179.4,83.9,30,25,7.56,1.089,65.3,0.0249,10.0,42231,,,1
2020-06-27-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-06-27,117.91,55.79,5127.2,672.9,291.0,34,56,8.24,1.532,91.9,0.0568,10.0,70737,,,1
2020-06-30-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-06-30,122.59,59.88,5402.0,797.4,249.3,58,87,7.8,1.504,90.2,0.0462,10.0,73540,,,1
2020-07-01-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-07-01,88.52,51.21,3653.5,218.8,109.4,31,31,7.64,1.189,71.3,0.0299,10.0,53109,,,1
2020-07-03-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-07-03,92.67,55.29,3541.5,114.3,41.6,32,40,6.4,1.068,64.1,0.0118,10.0,55595,,,1
2020-07-04-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-07-04,119.68,100.55,10951.7,1121.5,254.2,31,73,7.05,1.815,108.9,0.0232,10.0,71793,,,1
2020-07-07-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-07-07,94.99,66.95,5473.0,698.7,377.2,47,50,7.41,1.362,81.7,0.0689,10.0,56988,,,1
2020-07-09-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-07-09,66.32,28.79,1697.1,40.6,25.5,15,25,6.79,0.982,58.9,0.015,10.0,39783,,,1
2020-07-10-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-07-10,108.92,92.22,10643.2,2064.6,947.6,67,108,7.85,1.924,115.4,0.089,10.0,65347,,,1
2020-07-14-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-07-14,108.16,77.89,6672.9,890.1,302.9,48,74,7.18,1.428,85.7,0.0454,10.0,64889,,,1
2020-07-15-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-07-15,105.2,68.93,4691.0,137.0,50.4,56,76,9.05,1.134,68.1,0.0107,10.0,63118,,,1
2020-07-17-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-07-17,107.5,53.2,3317.5,116.4,29.6,31,44,6.25,1.039,62.4,0.0089,10.0,64499,,,1
2020-07-18-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-07-18,118.87,98.77,10749.7,1392.7,630.8,30,74,7.77,1.814,108.8,0.0587,10.0,71316,,,1
2020-07-21-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-07-21,103.0,64.01,5706.8,1051.8,345.1,56,61,7.45,1.486,89.2,0.0605,10.0,61795,,,1
2020-07-23-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-07-23,79.69,51.99,3544.0,145.2,43.0,34,30,6.86,1.136,68.2,0.0121,10.0,47805,,,1
2020-07-24-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-07-24,117.48,97.16,10284.4,1423.1,691.5,37,84,8.05,1.764,105.9,0.0672,10.0,70482,,,1
2020-07-28-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-07-28,99.91,76.73,7453.2,1278.5,624.0,61,96,8.19,1.619,97.1,0.0837,10.0,59938,,,1
2020-07-29-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-07-29,87.19,59.99,4257.1,270.4,125.6,24,27,7.79,1.183,71.0,0.0295,10.0,52307,,,1
2020-07-31-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-07-31,74.37,40.46,2451.0,61.2,21.5,24,25,6.32,1.01,60.6,0.0088,10.0,44621,,,1
2020-08-05-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-08-05,73.81,40.17,2937.2,141.8,38.4,10,22,6.83,1.219,73.1,0.0131,10.0,44277,,,1
2020-08-04-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-08-04,102.66,70.89,5689.5,282.9,105.6,49,59,6.87,1.338,80.3,0.0186,10.0,61591,,,1
2020-08-06-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-08-06,57.54,38.77,2573.1,289.0,165.5,34,28,8.0,1.106,66.4,0.0643,10.0,34517,,,1
2020-08-07-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-08-07,124.44,102.85,11454.8,1444.1,551.6,54,64,8.29,1.856,111.4,0.0482,10.0,74663,,,1
2020-08-11-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-08-11,75.56,39.03,2767.8,299.2,114.7,29,28,6.46,1.182,70.9,0.0414,10.0,45329,,,1
2020-08-14-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-08-14,84.66,30.99,2249.0,95.4,58.8,13,15,6.96,1.209,72.6,0.0262,10.0,50797,,,1
2020-08-12-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-08-12,142.64,94.33,9569.9,1379.7,562.3,57,68,7.96,1.691,101.4,0.0588,10.0,85579,,,1
2020-08-16-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-08-16,41.54,34.49,4182.4,1244.9,622.2,37,39,8.48,2.021,121.3,0.1488,10.0,24913,,,1
2020-08-20-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-08-20,89.07,53.87,3511.7,318.8,129.1,23,26,6.99,1.086,65.2,0.0368,10.0,53437,,,1
2020-08-19-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-08-19,97.42,49.81,2395.9,12.0,0.0,31,69,4.98,0.802,48.1,0.0,10.0,58447,,,1
2020-08-21-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-08-21,63.71,40.37,3073.5,196.5,61.9,28,35,6.6,1.269,76.1,0.0201,10.0,38225,,,1
2020-08-24-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-08-24,89.19,45.28,2362.1,7.1,0.0,33,25,5.13,0.87,52.2,0.0,10.0,53507,,,1
2020-08-25-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-08-25,91.05,39.07,2452.7,101.5,46.7,11,11,6.49,1.046,62.8,0.019,10.0,54628,,,1
2020-08-29-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-08-29,77.44,31.97,1644.6,1.4,0.0,22,24,4.7,0.858,51.5,0.0,10.0,46454,,,1
2020-09-01-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-09-01,100.39,26.25,1194.5,0.4,0.0,22,30,4.46,0.759,45.5,0.0,10.0,60225,,,1
2020-09-03-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-09-03,100.58,51.15,3656.9,348.4,164.2,26,46,7.58,1.192,71.5,0.0449,10.0,60332,,,1
2020-09-04-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-09-04,70.51,44.54,2845.2,182.7,91.1,37,48,6.68,1.065,63.9,0.032,10.0,42300,,,1
2020-09-05-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-09-05,119.11,99.07,10615.7,1498.0,753.1,47,63,7.61,1.786,107.2,0.0709,10.0,71456,,,1
2020-09-08-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-09-08,99.16,58.19,4800.5,647.0,385.0,34,35,7.68,1.375,82.5,0.0802,10.0,59493,,,1
2020-09-11-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-09-11,72.07,42.21,2975.8,146.1,40.2,24,38,6.71,1.175,70.5,0.0135,10.0,43237,,,1
2020-09-12-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-09-12,122.49,102.25,10417.5,1009.9,310.4,39,64,7.16,1.698,101.9,0.0298,10.0,73470,,,1
2020-09-21-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-09-21,129.88,71.79,5481.6,304.1,68.3,54,64,6.6,1.273,76.4,0.0125,10.0,77918,,,1
2020-09-24-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-09-24,89.37,50.84,3416.6,40.9,12.7,6,8,5.88,1.12,67.2,0.0037,10.0,53615,,,1
2020-09-26-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-09-26,89.52,43.18,2688.2,166.0,38.8,25,29,6.36,1.038,62.3,0.0144,10.0,53709,,,1
2020-09-25-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-09-25,111.48,55.08,2765.3,7.5,0.5,20,15,5.36,0.837,50.2,0.0002,10.0,66879,,,1
2020-09-27-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-09-27,44.83,38.44,3848.1,779.3,334.7,35,43,8.42,1.668,100.1,0.087,10.0,26892,,,1
2020-09-30-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-09-30,118.45,88.49,7224.9,286.6,67.3,53,47,6.91,1.361,81.6,0.0093,10.0,71066,,,1
2020-10-01-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-01,109.03,59.5,4560.4,383.2,155.7,25,41,7.71,1.277,76.6,0.0341,10.0,65398,,,1
2020-10-02-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-02,91.91,63.57,5351.3,621.9,293.4,67,68,7.06,1.403,84.2,0.0548,10.0,55137,,,1
2020-10-05-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-10-05,110.62,76.56,5487.3,177.0,53.1,44,37,6.81,1.195,71.7,0.0097,10.0,66367,,,1
2020-10-08-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-08,63.07,36.8,2431.1,67.1,20.6,11,10,6.28,1.101,66.1,0.0085,10.0,37837,,,1
2020-10-06-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-06,79.89,48.67,3516.0,244.9,105.1,31,49,7.11,1.204,72.2,0.0299,10.0,47926,,,1
2020-10-13-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-10-13,76.02,59.22,4639.0,208.2,63.0,21,35,6.66,1.306,78.3,0.0136,10.0,45604,,,1
2020-10-14-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-10-14,96.74,72.1,5311.9,537.9,271.3,24,38,7.27,1.228,73.7,0.0511,10.0,58040,,,1
2020-10-16-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-10-16,92.45,70.99,5790.6,626.2,305.4,60,80,6.94,1.359,81.6,0.0527,10.0,55447,,,1
2020-10-17-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-10-17,59.51,38.4,2540.2,80.4,28.6,22,36,6.19,1.103,66.2,0.0113,10.0,35698,,,1
2020-10-18-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-18,120.23,100.56,10451.1,1149.8,402.7,58,77,8.03,1.732,103.9,0.0385,10.0,72127,,,1
2020-10-22-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-22,117.56,70.31,5189.7,381.1,175.9,36,61,7.35,1.23,73.8,0.0339,10.0,70525,,,1
2020-10-26-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-26,108.2,72.26,4628.8,228.3,58.1,33,32,6.76,1.068,64.1,0.0125,10.0,64913,,,1
2020-10-29-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-29,103.5,37.96,1938.3,64.7,15.9,8,11,6.64,0.851,51.1,0.0082,10.0,62093,,,1
2020-10-30-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-30,103.81,68.09,3588.1,39.1,0.0,33,59,5.22,0.878,52.7,0.0,10.0,62278,,,1
2020-10-31-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-31,76.34,39.35,2592.1,137.6,29.6,18,26,6.27,1.098,65.9,0.0114,10.0,45793,,,1
2020-11-01-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-11-01,116.74,99.93,10349.9,915.0,338.8,38,52,6.65,1.726,103.6,0.0327,10.0,70033,,,1
2020-11-03-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-11-03,75.92,50.13,2891.0,124.6,34.3,25,21,6.38,0.961,57.7,0.0119,10.0,45543,,,1
2020-11-04-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-11-04,71.19,51.65,4982.1,352.9,114.4,24,28,6.4,1.608,96.5,0.023,10.0,42700,,,1
2020-11-06-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-11-06,86.25,28.03,1604.1,130.0,45.8,18,13,6.41,0.954,57.2,0.0286,10.0,51743,,,1
2020-11-11-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-11-11,49.12,48.61,5914.9,1027.4,471.5,19,54,7.66,2.028,121.7,0.0797,10.0,29464,,,1
2020-11-07-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-11-07,129.42,108.22,10577.4,1240.2,594.5,50,58,8.19,1.629,97.7,0.0562,10.0,77648,,,1
2020-11-12-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-11-12,57.73,31.91,1811.8,56.6,29.6,33,29,7.46,0.946,56.8,0.0163,10.0,34633,,,1
2020-11-16-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-11-16,58.37,43.17,2908.2,129.3,26.7,10,14,6.23,1.123,67.4,0.0092,10.0,35018,,,1
2020-11-14-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-11-14,116.8,67.43,5858.7,512.3,150.4,52,57,6.49,1.448,86.9,0.0257,10.0,70070,,,1
2020-11-21-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-11-21,66.44,40.38,2675.5,95.6,20.3,22,26,6.2,1.104,66.3,0.0076,10.0,39862,,,1
2020-11-19-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-11-19,101.97,72.65,7442.7,720.3,254.9,34,34,6.91,1.707,102.4,0.0342,10.0,61177,,,1
2020-11-22-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-11-22,119.77,98.7,9759.6,690.0,209.2,31,52,7.22,1.648,98.9,0.0214,10.0,71854,,,1
2020-11-30-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-11-30,95.86,56.68,4038.8,142.0,40.5,29,35,6.36,1.188,71.3,0.01,10.0,57507,,,1
2020-12-02-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-12-02,64.0,38.7,2597.9,20.5,2.2,29,23,5.49,1.119,67.1,0.0008,10.0,38390,,,1
2020-12-05-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-12-05,85.49,56.38,3591.0,131.3,39.6,31,31,6.62,1.062,63.7,0.011,10.0,51289,,,1
2020-12-09-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-12-09,67.99,43.01,2849.5,55.1,21.3,33,32,5.96,1.104,66.3,0.0075,10.0,40790,,,1
