file,player_id,date,recorded_minutes,session_duration_minutes,total_distance_meters,high_speed_running_distance,sprint_distance,acceleration_count,deceleration_count,peak_speed_ms,mean_speed_ms,distance_per_min,sprint_fraction,sample_rate_hz,n_gps_samples,error,qc_flags,qc_pass
2021-09-08-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-08,98.41,75.73,6531.0,672.8,245.3,46,68,7.4,1.437,86.2,0.0376,10.0,59033,,,1
2021-09-08-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-08,101.19,82.32,6580.1,383.9,131.2,41,58,6.69,1.332,79.9,0.0199,10.0,60700,,,1
2021-09-08-TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846.parquet,TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846,2021-09-08,102.72,85.09,7337.1,675.3,318.8,41,59,7.29,1.437,86.2,0.0434,10.0,61627,,,1
2021-09-08-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-08,105.89,77.96,6686.8,592.0,172.6,25,57,6.67,1.43,85.8,0.0258,10.0,63523,,,1
2021-09-08-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-08,119.57,95.0,8155.6,651.0,189.1,24,75,6.82,1.431,85.9,0.0232,10.0,71738,,,1
2021-09-08-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-08,106.02,80.62,7114.3,636.3,199.3,37,46,6.95,1.471,88.2,0.028,10.0,63599,,,1
2021-09-08-TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c.parquet,TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c,2021-09-08,104.06,75.07,6319.9,520.4,226.7,18,58,6.76,1.403,84.2,0.0359,10.0,62424,,,1
2021-09-08-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2021-09-08,103.86,83.45,7049.5,701.5,299.6,44,63,7.28,1.408,84.5,0.0425,10.0,62302,,,1
2021-09-09-TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592.parquet,TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,2021-09-09,73.62,60.69,4280.1,236.7,85.3,36,27,7.44,1.175,70.5,0.0199,9.9,43780,,,1
2021-09-09-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-09,103.44,62.17,3444.2,11.0,0.0,38,92,4.86,0.923,55.4,0.0,10.0,62049,,,1
2021-09-09-TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a.parquet,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2021-09-09,90.47,56.71,3589.4,205.9,102.9,23,23,7.36,1.055,63.3,0.0287,10.0,54281,,,1
2021-09-09-TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711.parquet,TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711,2021-09-09,106.54,70.31,4708.4,152.5,36.5,29,48,7.09,1.116,67.0,0.0078,10.0,63910,,,1
2021-09-09-TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05.parquet,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2021-09-09,88.02,40.25,2256.6,43.3,7.1,41,55,5.78,0.934,56.1,0.0032,10.0,52791,,,1
2021-09-09-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-09,97.02,72.31,4644.8,92.2,31.9,30,67,6.28,1.071,64.2,0.0069,10.0,58203,,,1
2021-09-09-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-09,93.67,71.49,5095.2,365.1,148.8,44,54,7.36,1.188,71.3,0.0292,10.0,56195,,,1
2021-09-09-TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a.parquet,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2021-09-09,105.9,68.45,4462.9,205.4,76.3,30,62,7.36,1.087,65.2,0.0171,10.0,63526,,,1
2021-09-09-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-09-09,115.99,39.76,2564.4,45.5,23.0,9,7,6.0,1.075,64.5,0.009,10.0,69579,,,1
2021-09-09-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-09,94.56,65.9,4880.0,390.6,78.3,51,65,7.04,1.234,74.1,0.0161,10.0,56723,,,1
2021-09-09-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-09,111.01,81.47,5113.3,93.3,30.5,33,58,6.08,1.046,62.8,0.006,10.0,66586,,,1
2021-09-09-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-09,118.54,71.23,5145.4,382.4,148.2,21,36,6.71,1.204,72.2,0.0288,10.0,71115,,,1
2021-09-09-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-09,91.84,69.36,5041.3,184.5,65.8,20,31,6.29,1.211,72.7,0.0131,10.0,55097,,,1
2021-09-09-TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65.parquet,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2021-09-09,87.4,67.95,5076.5,256.0,53.5,31,53,7.33,1.245,74.7,0.0105,10.0,52429,,,1
2021-09-09-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-09,90.49,69.27,5162.1,309.8,104.4,32,45,6.93,1.242,74.5,0.0202,10.0,54274,,,1
2021-09-09-TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c.parquet,TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c,2021-09-09,92.49,67.24,5087.9,420.7,184.4,19,50,7.41,1.261,75.7,0.0362,10.0,55484,,,1
2021-09-10-TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5.parquet,TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,2021-09-10,42.87,30.46,1656.6,15.8,4.4,9,22,6.04,0.906,54.4,0.0027,10.0,25713,,,1
2021-09-10-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-10,39.39,26.99,1534.9,33.6,5.0,16,14,6.29,0.948,56.9,0.0033,10.0,23612,,,1
2021-09-10-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-10,71.49,64.84,4067.0,19.4,0.0,15,28,4.99,1.045,62.7,0.0,10.0,42884,,,1
2021-09-10-TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65.parquet,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2021-09-10,45.67,30.93,1731.5,44.0,2.7,14,25,5.57,0.933,56.0,0.0016,10.0,27393,,,1
2021-09-11-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-11,79.36,37.71,2390.4,28.0,4.9,18,32,5.61,1.056,63.4,0.0021,10.0,47605,,,1
2021-09-11-TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592.parquet,TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,2021-09-11,78.39,49.49,3277.6,219.2,93.6,19,17,7.55,1.104,66.2,0.0286,9.9,46611,,,1
2021-09-11-TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a.parquet,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2021-09-11,67.97,35.87,2720.6,459.8,337.4,19,15,7.36,1.264,75.8,0.124,10.0,40781,,,1
2021-09-11-TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711.parquet,TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711,2021-09-11,60.89,40.76,2869.0,362.8,181.5,13,26,7.37,1.173,70.4,0.0633,10.0,36522,,,1
2021-09-11-TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05.parquet,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2021-09-11,64.87,34.21,1938.6,13.9,0.0,19,31,5.14,0.944,56.7,0.0,10.0,38911,,,1
2021-09-11-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-11,67.54,45.53,3492.4,397.1,240.4,2,4,6.81,1.279,76.7,0.0688,10.0,40508,,,1
2021-09-11-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-11,64.89,40.03,2663.3,258.0,90.6,25,24,7.11,1.109,66.5,0.034,10.0,38924,,,1
2021-09-11-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-11,77.08,45.43,2998.5,336.6,186.3,34,24,8.02,1.1,66.0,0.0621,10.0,46231,,,1
2021-09-11-TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a.parquet,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2021-09-11,70.99,40.69,2604.3,215.2,47.0,12,19,6.18,1.067,64.0,0.018,10.0,42579,,,1
2021-09-11-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-11,73.47,48.25,3726.7,390.7,181.2,28,27,7.66,1.287,77.2,0.0486,10.0,44067,,,1
2021-09-11-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-09-11,49.04,34.72,2282.2,108.5,29.6,7,9,6.54,1.096,65.7,0.013,10.0,29413,,,1
2021-09-11-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-11,77.13,42.14,2929.1,401.1,212.8,17,24,7.02,1.158,69.5,0.0727,10.0,46272,,,1
2021-09-11-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-11,65.87,48.07,2913.3,180.9,72.9,18,34,6.28,1.01,60.6,0.025,10.0,39514,,,1
2021-09-11-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-11,78.21,47.72,3103.1,223.4,81.4,24,30,7.09,1.084,65.0,0.0262,10.0,46912,,,1
2021-09-11-TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846.parquet,TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846,2021-09-11,65.89,42.28,2754.3,302.2,113.9,28,33,7.0,1.086,65.1,0.0414,10.0,39527,,,1
2021-09-11-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-11,71.86,53.75,3623.3,130.7,39.0,11,24,6.18,1.123,67.4,0.0108,10.0,43097,,,1
2021-09-11-TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65.parquet,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2021-09-11,68.02,49.94,3635.1,373.2,168.7,22,32,7.35,1.213,72.8,0.0464,10.0,40797,,,1
2021-09-11-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-11,69.99,45.93,3205.6,369.5,125.7,20,23,7.05,1.163,69.8,0.0392,10.0,41979,,,1
2021-09-11-TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c.parquet,TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c,2021-09-11,100.89,85.14,7922.2,683.0,418.9,18,55,8.24,1.551,93.0,0.0529,10.0,60457,,,1
2021-09-12-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-12,189.84,78.27,5972.7,780.9,292.9,32,66,6.33,1.272,76.3,0.049,10.0,113880,,,1
2021-09-12-TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592.parquet,TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,2021-09-12,181.93,126.01,13716.5,1880.7,972.1,71,91,8.32,1.814,108.9,0.0709,9.9,108209,,,1
2021-09-12-TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711.parquet,TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711,2021-09-12,225.13,136.58,13044.1,1366.3,628.4,55,94,8.43,1.592,95.5,0.0482,10.0,135067,,,1
2021-09-12-TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05.parquet,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2021-09-12,172.49,90.39,4283.3,17.5,0.0,27,34,4.89,0.79,47.4,0.0,10.0,103482,,,1
2021-09-12-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-12,168.47,134.53,13586.4,1625.1,819.5,81,108,7.67,1.683,101.0,0.0603,10.0,101047,,,1
2021-09-12-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-12,206.47,80.94,6777.8,1191.7,528.6,26,41,7.34,1.396,83.7,0.078,10.0,123873,,,1
2021-09-12-TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a.parquet,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2021-09-12,173.14,131.27,11287.9,768.0,249.6,39,65,7.74,1.433,86.0,0.0221,10.0,103858,,,1
2021-09-12-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-12,186.05,125.45,14149.9,2407.6,1080.9,91,114,7.56,1.88,112.8,0.0764,10.0,111624,,,1
2021-09-12-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-09-12,125.57,95.73,10482.0,1120.7,479.2,23,54,7.27,1.825,109.5,0.0457,10.0,75330,,,1
2021-09-12-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-12,135.81,102.18,10050.1,1118.4,485.0,77,78,7.31,1.639,98.4,0.0483,10.0,81473,,,1
2021-09-12-TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846.parquet,TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846,2021-09-12,143.0,102.23,10891.6,1406.3,696.2,41,54,8.03,1.776,106.5,0.0639,10.0,85791,,,1
2021-09-12-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-12,172.02,132.12,11767.9,618.4,233.8,62,84,6.93,1.484,89.1,0.0199,10.0,103202,,,1
2021-09-12-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-12,221.38,47.55,3307.8,167.7,118.3,10,2,6.54,1.159,69.6,0.0358,10.0,132817,,,1
2021-09-12-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-12,208.04,83.09,7746.0,1864.1,1125.6,31,44,7.74,1.554,93.2,0.1453,10.0,124818,,,1
2021-09-12-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-12,195.85,84.45,7401.4,1512.5,742.7,47,51,7.39,1.461,87.6,0.1003,10.0,117494,,,1
2021-09-12-TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c.parquet,TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c,2021-09-12,195.87,62.52,5416.8,851.2,445.6,17,26,7.67,1.444,86.6,0.0823,10.0,117514,,,1
2021-09-13-TeamA-2d44f941-2f24-4fc2-afa8-611a091f2e93.parquet,TeamA-2d44f941-2f24-4fc2-afa8-611a091f2e93,2021-09-13,86.65,62.36,3693.6,217.7,171.4,33,37,7.38,0.987,59.2,0.0464,10.0,51981,,,1
2021-09-13-TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a.parquet,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2021-09-13,86.74,47.9,3964.8,928.5,632.0,28,23,8.19,1.379,82.8,0.1594,10.0,52039,,implausible_sprint_fraction,0
2021-09-12-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2021-09-12,199.99,82.93,7607.7,1651.0,651.5,41,43,7.71,1.529,91.7,0.0856,10.0,119977,,,1
2021-09-13-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-13,91.84,81.78,4776.6,20.7,0.0,25,38,4.86,0.974,58.4,0.0,10.0,55094,,,1
2021-09-14-TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5.parquet,TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,2021-09-14,64.37,39.97,2546.9,173.0,111.1,35,36,7.06,1.062,63.7,0.0436,10.0,38615,,,1
2021-09-14-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-14,157.83,28.48,1358.4,3.4,0.0,19,33,5.25,0.795,47.7,0.0,10.0,94687,,,1
2021-09-14-TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a.parquet,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2021-09-14,92.54,50.81,3557.7,24.8,0.0,30,41,4.99,1.167,70.0,0.0,10.0,55517,,,1
2021-09-14-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-14,128.37,56.1,3568.7,14.8,1.1,17,34,5.56,1.06,63.6,0.0003,10.0,77010,,,1
2021-09-14-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-14,139.35,70.11,4823.1,59.0,2.2,65,52,5.53,1.147,68.8,0.0005,10.0,83594,,,1
2021-09-14-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-14,146.25,69.79,4465.0,238.1,125.7,47,58,6.52,1.066,64.0,0.0282,10.0,87740,,,1
2021-09-14-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-14,98.28,45.64,3032.1,15.9,4.9,45,57,5.65,1.107,66.4,0.0016,10.0,58944,,,1
2021-09-14-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-14,96.54,51.41,3587.1,33.8,0.0,28,35,5.18,1.163,69.8,0.0,10.0,57915,,,1
2021-09-14-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-14,4.37,1.9,130.3,0.0,0.0,0,0,2.53,1.145,68.7,0.0,9.9,2609,,too_short,0
2021-09-14-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-14,160.39,82.01,5942.5,110.1,17.3,74,82,6.01,1.208,72.5,0.0029,10.0,96223,,,1
2021-09-14-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-14,132.85,69.35,4976.8,64.5,1.1,38,62,5.5,1.196,71.8,0.0002,10.0,79705,,,1
2021-09-14-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-14,130.89,79.84,5719.2,43.1,9.4,29,59,5.91,1.194,71.6,0.0016,10.0,78527,,,1
2021-09-14-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-14,125.47,69.44,5227.7,97.8,20.7,55,43,6.11,1.255,75.3,0.004,10.0,75270,,,1
2021-09-15-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-15,118.49,63.3,3337.1,4.3,1.1,36,85,5.39,0.879,52.7,0.0003,10.0,71079,,,1
2021-09-15-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-15,130.14,84.99,5926.0,190.4,34.8,36,31,6.38,1.162,69.7,0.0059,10.0,78070,,,1
2021-09-15-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-15,140.92,89.52,6496.7,419.7,135.5,52,81,6.9,1.21,72.6,0.0209,10.0,84533,,,1
2021-09-15-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-15,121.92,86.65,6134.8,313.4,107.2,52,92,6.54,1.18,70.8,0.0175,10.0,73131,,,1
2021-09-15-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-15,123.37,84.43,5091.5,206.5,58.4,55,59,6.64,1.005,60.3,0.0115,10.0,74001,,,1
2021-09-15-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-15,134.35,89.21,6428.1,388.7,133.7,46,81,6.82,1.201,72.1,0.0208,10.0,80602,,,1
2021-09-15-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-15,111.56,73.84,5479.9,300.5,60.8,45,80,6.94,1.237,74.2,0.0111,10.0,66917,,,1
2021-09-15-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-15,127.04,94.67,6226.9,145.8,43.0,57,104,6.13,1.096,65.8,0.0069,10.0,76209,,,1
2021-09-15-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-15,135.84,88.32,6355.1,425.7,138.7,34,79,6.98,1.199,72.0,0.0218,10.0,81493,,,1
2021-09-15-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-15,121.42,100.84,7112.5,244.6,29.8,33,71,5.92,1.176,70.5,0.0042,10.0,72846,,,1
2021-09-15-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-15,110.41,86.12,6497.4,379.8,74.8,58,60,6.04,1.257,75.4,0.0115,10.0,66224,,,1
2021-09-15-TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c.parquet,TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c,2021-09-15,110.42,85.55,6040.2,338.6,132.9,26,85,7.09,1.177,70.6,0.022,10.0,66244,,,1
2021-09-16-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-16,103.74,69.2,4259.3,41.0,3.4,33,64,5.81,1.026,61.6,0.0008,10.0,62228,,,1
2021-09-16-TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a.parquet,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2021-09-16,100.84,78.3,6150.7,339.6,42.2,65,85,6.55,1.309,78.6,0.0069,10.0,60497,,,1
2021-09-16-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-16,101.92,83.59,6798.0,355.2,115.0,35,69,6.27,1.355,81.3,0.0169,10.0,61140,,,1
2021-09-16-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-16,97.01,79.49,6466.9,379.6,92.4,68,63,6.7,1.356,81.4,0.0143,10.0,58192,,,1
2021-09-16-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-16,26.76,11.1,993.3,4.5,0.0,1,2,4.71,1.492,89.5,0.0,10.0,16045,,too_short,0
2021-09-16-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-16,100.37,81.83,6801.5,426.2,85.2,86,115,6.29,1.385,83.1,0.0125,10.0,60210,,,1
2021-09-16-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-16,60.97,43.96,3449.0,99.6,16.7,28,47,6.32,1.308,78.5,0.0048,10.0,36563,,,1
2021-09-16-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-16,47.69,22.71,1828.7,14.3,0.0,4,11,5.04,1.342,80.5,0.0,10.0,28606,,,1
2021-09-16-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-16,101.47,82.69,7077.5,383.2,61.5,50,65,6.12,1.426,85.6,0.0087,10.0,60875,,,1
